ID_Institusi;Institusi;ID_Program;Program;ID_Fakultas;Fakultas;ID_Program_Studi;Program_Studi;ID_Semester;Semester;Kode_MK;Kelas;ID_Kelas
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184403;Pemodelan Kuantitatif untuk Bisnis (A);ee13f3eb-516e-43c8-aceb-bba4cfca8c5f
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184403;Pemodelan Kuantitatif untuk Bisnis (B);0dd005fa-1083-4c5d-b36e-5d786a0fcf85
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184403;Pemodelan Kuantitatif untuk Bisnis (C);9aa12dd6-e360-4903-8471-de9ba07cc771
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;MARTECH;Fakultas Teknologi Kelautan;41108;S-1 TEKNIK PERKAPALAN EXCHANGE;20192;Semester Genap 2019/2020;BB184404;Desain dan Perilaku Organisasi (A);c90f647f-810b-4eef-923c-c147af130c0a
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184404;Desain dan Perilaku Organisasi (C);1e03ed74-f80c-4832-a643-f9b5d6caa475
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184404;Desain dan Perilaku Organisasi (B);2fb64384-58df-4cae-a201-8214411ea56c
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184404;Desain dan Perilaku Organisasi (A);745c4a01-4e48-463d-b7e0-e844d1aec1de
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28108;S-1 MANAJEMEN BISNIS EXCHANGE;20192;Semester Genap 2019/2020;BB184404;Desain dan Perilaku Organisasi (A);68a94313-fe12-40e3-9ef6-54705358c4ad
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28108;S-1 MANAJEMEN BISNIS EXCHANGE;20192;Semester Genap 2019/2020;BB184405;Perilaku Konsumen (B);0107af11-c789-472b-83fd-a8df382c0965
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184405;Perilaku Konsumen (A);e9e555dc-c58b-46d0-91f9-afd4482c5b0e
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184405;Perilaku Konsumen (B);25cbd9a3-bbf9-4dd3-9419-40c810fc9dfc
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184405;Perilaku Konsumen (C);e401391e-f42a-4d84-820a-b146c6c5b679
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;MARTECH;Fakultas Teknologi Kelautan;41108;S-1 TEKNIK PERKAPALAN EXCHANGE;20192;Semester Genap 2019/2020;BB184405;Perilaku Konsumen (B);d6e5fad0-ff7b-4f69-9967-8ad42fada26f
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184406;Kewirausahaan Sosial (C);7490dd15-0f3e-41fa-b64b-9e6ecaa14d6f
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184406;Kewirausahaan Sosial (A);b71f5920-2199-4999-b18f-e556358a77de
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184406;Kewirausahaan Sosial (B);2b88e67a-eda1-4586-baac-e0f686208af0
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184505;Etika Bisnis dan Tanggung Jawab Sosial Perusahaan (A);de73721a-64d7-41f6-aea2-af0dc03e0705
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184505;Etika Bisnis dan Tanggung Jawab Sosial Perusahaan (B);b44c2546-563e-4ea2-b92d-728053f3ecfd
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184505;Etika Bisnis dan Tanggung Jawab Sosial Perusahaan (C);b1aa421f-1266-48ae-a11b-c839e6dbed75
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184601;Kerja Praktik (A);de0be95b-a0ae-4f81-98f3-24fc484a9798
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184602;Manajemen Proyek (C);d00ba2a0-85a0-4fbf-bd73-72a506ec149e
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184602;Manajemen Proyek (A);da985e4d-aa4c-4229-8b86-095e61f802db
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184602;Manajemen Proyek (B);80d5254e-8762-4e9f-bf8f-15413e5ea05a
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184603;Perpajakan (A);b3ebb960-cacf-47dd-9db4-4a90aa8e8e02
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184603;Perpajakan (B);4e4da989-2d0e-4e53-bbf9-fcf62369b131
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184604;Penilaian Bisnis (A);19785641-b308-4d36-ac87-2ce812702422
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184604;Penilaian Bisnis (B);9bf5a208-e597-4e5f-ac27-f4f07678698b
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28108;S-1 MANAJEMEN BISNIS EXCHANGE;20192;Semester Genap 2019/2020;BB184801;Pemasaran untuk Produk Canggih (A);140b8127-f7f9-432b-9bd3-9d5c44d0a57e
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184801;Pemasaran untuk Produk Canggih (A);52e6d903-8e95-4b5d-87e5-a4a7942796e9
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184801;Pemasaran untuk Produk Canggih (B);3d633b34-7b2f-47e0-bce9-f48e080b847c
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184802;Skripsi (A);df2767a9-5b13-4a7e-a02f-04fbdc0613b8
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;MARTECH;Fakultas Teknologi Kelautan;41108;S-1 TEKNIK PERKAPALAN EXCHANGE;20192;Semester Genap 2019/2020;BB184803;Manajemen Kinerja (A);c6845413-5d8e-4092-b013-8057472d3c73
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28108;S-1 MANAJEMEN BISNIS EXCHANGE;20192;Semester Genap 2019/2020;BB184803;Manajemen Kinerja (A);6a7ba2ff-6bba-411a-8265-c7620d2cfa06
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184803;Manajemen Kinerja (B);ecf1ef01-cddd-44bd-93b4-2ba9b99903ef
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184803;Manajemen Kinerja (A);f4dfb10c-2629-4091-8479-70ac34dccadb
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184902;Pemasaran Strategis (A);7851a96e-932d-4f3d-bb8b-82d0ef692b8c
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184905;Seminar Manajemen Pemasaran (A);8c6c44dc-212c-4e97-8036-2179a9cf4eed
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184906;Komunikasi Pemasaran Terpadu (A);8e90551e-2556-4027-a4f7-d21df49d0f14
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184911;Manajemen Logistik dan Rantai Pasok (A);f82b7bde-ae3f-4f2e-a7e6-768cdc9152c6
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28108;S-1 MANAJEMEN BISNIS EXCHANGE;20192;Semester Genap 2019/2020;BB184911;Manajemen Logistik dan Rantai Pasok (A);93bdf883-c524-47b4-871e-89f5935fa118
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184913;Pengambilan Keputusan Multi Kriteria (A);ae5eb453-943d-423d-9f91-7256ecf3077d
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184915;Seminar Manajemen Operasi (A);e4ce8e21-57eb-4124-b766-f7701949252f
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184916;Simulasi Bisnis (A);606b9a9c-c111-43d4-8970-7c8c123902d3
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184924;Manajemen Perbankan (A);afeeff80-31b8-4ec2-b3e6-b1e7dd7ac870
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184925;Seminar Manajemen Keuangan (A);9ba4ac6f-c22c-49c2-ae27-97557ec4bfd0
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184926;Keuangan Usaha Baru (A);de139e65-7caf-4ad8-aa15-4a3409cd4d0b
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184931;Penilaian Kinerja dan Kompensasi (A);9be6f2a3-998d-4c09-8fce-15610f1a57f7
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184933;Kepemimpinan Wirausaha (A);732f9d7b-7b23-472b-88f7-4f2050ac6bf1
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S1;Sarjana;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;28100;S-1 MANAJEMEN BISNIS;20192;Semester Genap 2019/2020;BB184935;Seminar Manajemen Sumber Daya Manusia (A);90fd763a-7c01-4092-88e7-e62aa9a5b448
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91202;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN PROYEK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (A);d085624b-1808-40ca-8db8-512353f0586e
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91201;S-2 MANAJEMEN TEKNOLOGI  MANAJEMEN INDUSTRI;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (A);9c3de7d6-8468-4f8d-9ded-7076cbf05700
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91209;S-2 MANAJEMEN TEKNOLOGI ANALITIKA BISNIS;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (D);84f31878-70a2-497a-a8ae-76729ff228f5
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91208;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN RANTAI PASOK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (X);7a7ad10a-e876-4b09-9b5a-6b19670e6498
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91201;S-2 MANAJEMEN TEKNOLOGI  MANAJEMEN INDUSTRI;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (X);98c866bb-de0e-42eb-b2eb-b62093a710a9
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91208;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN RANTAI PASOK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (A);48284727-7e75-4130-b35b-cffe033c2834
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91202;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN PROYEK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (X);e8a44cb6-2d58-40f8-ac2d-92ae698e5aa4
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91205;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN TEKNOLOGI INFORMASI;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (D);035893b4-9cfd-4245-b7ba-dc8a6b743acd
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91202;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN PROYEK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (J);b454da3b-ba88-4df5-801b-c5d869afee3b
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91208;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN RANTAI PASOK;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (K);c639e491-c77c-494a-aeb7-cb19ce4f3fb8
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91209;S-2 MANAJEMEN TEKNOLOGI ANALITIKA BISNIS;20192;Semester Genap 2019/2020;BM185101;Statistika Bisnis (K);89553707-c65b-4d73-9600-081d58d3af39
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91209;S-2 MANAJEMEN TEKNOLOGI ANALITIKA BISNIS;20192;Semester Genap 2019/2020;BM185102;Sistem dan Teknologi Informasi (K);baaae190-f451-41f7-a000-e7953a6c8911
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91208;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN RANTAI PASOK;20192;Semester Genap 2019/2020;BM185102;Sistem dan Teknologi Informasi (K);0c975712-17c1-438e-adee-caff8c6aa986
89C82DA3-7B28-4305-82C4-347DAE042847;Institut Teknologi Sepuluh Nopember;S2;Magister;CREABIZ;Fakultas Desain Kreatif dan Bisnis Digital;91202;S-2 MANAJEMEN TEKNOLOGI MANAJEMEN PROYEK;20192;Semester Genap 2019/2020;BM185102;Sistem dan Teknologi Informasi (J);8b65bb04-3517-4b9e-9fcb-efde57e7f506
